name,kegg,synonyms,inchikey,smiles,chebis,pubchems,rdkit_img,kegg_img
beta-alanine,kegg:C00099,[],,,chebi:16958,pubchem:3399,,https://rest.kegg.jp/get/:/image
pyruvate,kegg:C00022,"['pyruvate(aq)', 'pyruvate', 'pyruvate-(aq)']",,,chebi:15361,pubchem:3324,,https://rest.kegg.jp/get/:/image
4-aminobutanoate(aq),kegg:C00334,[],,,chebi:30566,pubchem:3628,,https://rest.kegg.jp/get/:/image
D-glutamate(aq),kegg:C00217,[],,,chebi:15966,pubchem:3517,,https://rest.kegg.jp/get/:/image
5-deoxypyridoxamine(aq),,[],,,,,,
5-deoxypyridoxal(aq),,[],,,,,,
3-hydroxy-4-aminomethylpyridine(aq),,[],,,,,,
3-hydroxypyridine-4-aldehyde(aq),,[],,,,,,
ω-methylpyridoxamine(aq),,[],,,,,,
ω-methylpyridoxal(aq),,[],,,,,,
norpyridoxamine(aq),,[],,,,,,
norpyridoxal(aq),,[],,,,,,
pyridoxamine(aq),kegg:C00534,[],,,chebi:16410,pubchem:3816,,https://rest.kegg.jp/get/:/image
pyridoxal(aq),kegg:C00250,[],,,chebi:17310,pubchem:3549,,https://rest.kegg.jp/get/:/image
"dTDP-4-amino-4,6-dideoxy-D-glucose(aq)",kegg:C04268,[],,,chebi:15952,pubchem:6932,,https://rest.kegg.jp/get/:/image
dTDP-4-dehydro-6-deoxy-D-glucose(aq),kegg:C11907,[],,,chebi:16128,pubchem:14069,images/rdkit/dTDP-4-dehydro-6-deoxy-D-glucose(aq).gif,https://rest.kegg.jp/get/:/image
L-2-aminoadipate(aq),kegg:C00956,[],,,chebi:37023,pubchem:4207,images/rdkit/L-2-aminoadipate(aq).gif,https://rest.kegg.jp/get/:/image
2-oxoadipate(aq),kegg:C00322,[],,,chebi:15753,pubchem:3616,images/rdkit/2-oxoadipate(aq).gif,https://rest.kegg.jp/get/:/image
3-phosphonooxypyruvate(aq),kegg:C03232,"['3-phosphohydroxypyruvate(aq)', '3-phosphonooxypyruvate(aq)']",,,chebi:18110,pubchem:6103,images/rdkit/3-phosphonooxypyruvate(aq).gif,https://rest.kegg.jp/get/:/image
O-phospho-L-serine(aq),kegg:C01005,"['O-phospho-L-serine(aq)', 'L-O-phosphoserine(aq)']",,,chebi:15811,pubchem:4251,images/rdkit/O-phospho-L-serine(aq).gif,https://rest.kegg.jp/get/:/image
6-amino-D-glucose(aq),,[],,,,,images/rdkit/6-amino-D-glucose(aq).gif,
6-amino-D-glucose 6-phosphate(aq),,[],,,,,images/rdkit/6-amino-D-glucose 6-phosphate(aq).gif,
D-mannose(aq),kegg:C00159,[],,,chebi:4208,pubchem:3459,images/rdkit/D-mannose(aq).gif,https://rest.kegg.jp/get/:/image
D-mannose 6-phosphate(aq),kegg:C00275,[],,,chebi:17369,pubchem:3572,images/rdkit/D-mannose 6-phosphate(aq).gif,https://rest.kegg.jp/get/:/image
D-galactose 1-phosphate(aq),kegg:C03384,"['D-galactose 1-phosphate(aq)', '-D-galactose 1-phosphate(aq)']",,,chebi:37480,pubchem:6219,images/rdkit/D-galactose 1-phosphate(aq).gif,https://rest.kegg.jp/get/:/image
"D-fructose 1,6-bisphosphate(aq)",kegg:C00354,[],,,chebi:16905,pubchem:3647,"images/rdkit/D-fructose 1,6-bisphosphate(aq).gif",https://rest.kegg.jp/get/:/image
3'-dephospho-CoA(aq),kegg:C00882,[],,,chebi:15468,pubchem:4138,images/rdkit/3'-dephospho-CoA(aq).gif,https://rest.kegg.jp/get/:/image
lysozyme(aq),,[],,,,,,
phospholysozyme(aq),,[],,,,,,
phosvitin(aq),,[],,,,,,
dephosvitin(aq),,[],,,,,,
pyruvate kinase(aq),,[],,,,,,
phosphoenolpyruvate kinase(aq),,[],,,,,,
phosphoenolpyruvate(aq),kegg:C00074,"['phosphoenolpyruvate(aq)', 'phosphoenolpyruvate3-(aq)']",,,chebi:18021,pubchem:3374,,https://rest.kegg.jp/get/:/image
1-phosphatidyl-1D-myo-inositol(aq),kegg:C01194,[],,,chebi:16749,pubchem:4419,,https://rest.kegg.jp/get/:/image
1-phosphatidyl-1D-myo-inositol 4-phosphate(aq),kegg:C01277,[],,,chebi:17526,pubchem:4496,,https://rest.kegg.jp/get/:/image
ADP (aq),,[],,,,,,
ammonium carbamate(aq),kegg:C01563,"['ammonium carbamate(aq)', 'carbamate(aq)']",,,chebi:28616,pubchem:4721,,https://rest.kegg.jp/get/:/image
ATP-beta-S(aq),,[],,,,,,
ADP-beta-S(aq),,[],,,,,,
4-phospho-L-aspartate(aq),kegg:C03082,"['L-4-aspartyl phosphate(aq)', '4-phospho-L-aspartate(aq)']",,,chebi:15836,pubchem:5980,,https://rest.kegg.jp/get/:/image
phosphoguanidinoacetate(aq),kegg:C03166,[],,,chebi:16034,pubchem:6049,,https://rest.kegg.jp/get/:/image
creatine(aq),kegg:C00300,[],,,chebi:16919,pubchem:3594,,https://rest.kegg.jp/get/:/image
phosphocreatine(aq),kegg:C02305,[],,,chebi:17287,pubchem:5359,,https://rest.kegg.jp/get/:/image
cyclocreatine(aq),,[],,,,,,
phosphocyclocreatine(aq),,[],,,,,,
"adenosine 5'-(alpha, beta-methylene)triphosphate(aq)",,[],,,,,,
"adenosine 5'-(alpha, beta-methylene)diphosphate(aq)",,[],,,,,,
N-w-phospho-L-arginine(aq),kegg:C05945,"['N-w-phospho-L-arginine(aq)', 'Nomega-phospho-L-arginine(aq)']",,,chebi:18412,pubchem:8229,,https://rest.kegg.jp/get/:/image
N-omega-phospho-L-arginine(aq),,[],,,,,,
taurocyamine(aq),kegg:C01959,[],,,chebi:17228,pubchem:5060,images/rdkit/taurocyamine(aq).gif,https://rest.kegg.jp/get/:/image
N-w-phosphotaurocyamine(aq),kegg:C03149,"['N-w-phosphotaurocyamine(aq)', 'phosphotaurocyamine(aq)']",,,chebi:16621,pubchem:6037,,https://rest.kegg.jp/get/:/image
lombricine(aq),kegg:C14177,[],,,chebi:16585,pubchem:7846989,images/rdkit/lombricine(aq).gif,https://rest.kegg.jp/get/:/image
N-w-phospholombricine(aq),kegg:C14178,[],,,chebi:18039,pubchem:7846990,,https://rest.kegg.jp/get/:/image
(R)-5-phosphomevalonate(aq),kegg:C01107,[],,,chebi:17436,pubchem:4339,,https://rest.kegg.jp/get/:/image
(R)-5-diphosphomevalonate(aq),kegg:C01143,[],,,chebi:15899,pubchem:4374,,https://rest.kegg.jp/get/:/image
ATP-alpha-S(aq),,[],,,,,,
ADP-alpha-S(aq),,[],,,,,,
ATP-gemma-S(aq),,[],,,,,,
ADP-gamma-S(aq),,[],,,,,,
ADP-N1-oxide(aq),,[],,,,,,
ATP-N1-oxide(aq),,[],,,,,,
dADP(aq),2 kegg:C00206,[],,,chebi:16174,pubchem:3506,,https://rest.kegg.jp/get/:/image
dAMP(aq),kegg:C00360,"['dAMP(aq)', ""2'-deoxyadenosine 5'-monophosphate(aq)""]",,,chebi:17713,pubchem:3651,,https://rest.kegg.jp/get/:/image
dATP(aq),kegg:C00131,[],,,chebi:16284,pubchem:3431,,https://rest.kegg.jp/get/:/image
adenosine 5'-tetraphosphate(aq),kegg:C03483,[],,,chebi:18334,pubchem:6295,,https://rest.kegg.jp/get/:/image
UTP(aq),kegg:C00075,[],,,chebi:15713,pubchem:3375,,https://rest.kegg.jp/get/:/image
UMP(aq),kegg:C00105,[],,,chebi:16695,pubchem:3405,,https://rest.kegg.jp/get/:/image
inosine 5'-diphosphate(aq),kegg:C00104,"[""inosine 5'-diphosphate(aq)"", 'IDP(aq)']",,,chebi:17808,pubchem:3404,,https://rest.kegg.jp/get/:/image
inosine 5'-triphosphate(aq),kegg:C00081,"[""inosine 5'-triphosphate(aq)"", 'ITP(aq)']",,,chebi:16039,pubchem:3381,,https://rest.kegg.jp/get/:/image
GDP(aq),kegg:C00035,[],,,chebi:17552,pubchem:3337,,https://rest.kegg.jp/get/:/image
GTP(aq),kegg:C00044,[],,,chebi:15996,pubchem:3346,,https://rest.kegg.jp/get/:/image
dGMP(aq),kegg:C00362,[],,,chebi:16192,pubchem:3653,,https://rest.kegg.jp/get/:/image
dGDP(aq),kegg:C00361,[],,,chebi:28862,pubchem:3652,,https://rest.kegg.jp/get/:/image
dTDP(aq),kegg:C00363,[],,,chebi:18075,pubchem:3654,,https://rest.kegg.jp/get/:/image
CMP(aq),kegg:C00055,[],,,chebi:17361,pubchem:3357,,https://rest.kegg.jp/get/:/image
CDP(aq),kegg:C00112,[],,,chebi:17239,pubchem:3412,,https://rest.kegg.jp/get/:/image
dCMP(aq),kegg:C00239,[],,,chebi:15918,pubchem:3538,,https://rest.kegg.jp/get/:/image
dCDP(aq),kegg:C00705,[],,,chebi:28846,pubchem:3972,,https://rest.kegg.jp/get/:/image
ATP,kegg:C00002,"['ATP(aq)', 'ATP', 'ATP-4-(aq)']",,,chebi:15422,pubchem:3304,,https://rest.kegg.jp/get/:/image
beta-Nicotinamide mononucleotide,kegg:C00455,"['beta-Nicotinamide mononucleotide', '-nicotinamide mononucleotide(aq)']",,,chebi:16171,pubchem:3741,,https://rest.kegg.jp/get/:/image
pyrophosphate,kegg:C00013,"['pyrophosphate(aq)', 'pyrophosphate', 'diphosphate(aq)', 'diphosphate']",,,chebi:18361,pubchem:3315,,https://rest.kegg.jp/get/:/image
beta-Nicotinamide mononucleotide(aq),,[],,,,,,
sulfate(aq),kegg:C00059,[],,,chebi:16189,pubchem:3359,,https://rest.kegg.jp/get/:/image
adenosine 5'-phosphosulfate(aq),kegg:C00224,"[""adenosine 5'-phosphosulfate(aq)"", 'adenylyl sulfate(aq)', 'adenylylsulfate(aq)']",,,chebi:17709,pubchem:3524,,https://rest.kegg.jp/get/:/image
dTTP(aq),kegg:C00459,[],,,chebi:18077,pubchem:3743,,https://rest.kegg.jp/get/:/image
9/20-DNA-oligomer(aq),,[],,,,,,
10/20-DNA-oligomer(aq),,[],,,,,,
UDPgalactose(aq),kegg:C00052,[],,,chebi:18307,pubchem:3354,,https://rest.kegg.jp/get/:/image
-D-galactose 1-phosphate(aq),kegg:C03384,"['D-galactose 1-phosphate(aq)', '-D-galactose 1-phosphate(aq)']",,,chebi:37480,pubchem:6219,,https://rest.kegg.jp/get/:/image
D-mannose 1-phosphate(aq),kegg:C00636,[],,,chebi:35374,pubchem:3909,,https://rest.kegg.jp/get/:/image
GDPmannose(aq),kegg:C00096,[],,,chebi:15820,pubchem:3396,,https://rest.kegg.jp/get/:/image
CTP(aq),kegg:C00063,[],,,chebi:17677,pubchem:3363,,https://rest.kegg.jp/get/:/image
O-phosphorylethanolamine(aq),kegg:C00346,[],,,chebi:17553,pubchem:3639,,https://rest.kegg.jp/get/:/image
CDPethanolamine(aq),kegg:C00570,[],,,chebi:16732,pubchem:3849,,https://rest.kegg.jp/get/:/image
phosphorylcholine(aq),kegg:C00588,[],,,chebi:18132,pubchem:3867,images/rdkit/phosphorylcholine(aq).gif,https://rest.kegg.jp/get/:/image
CDPcholine(aq),kegg:C00307,[],,,chebi:16436,pubchem:3601,,https://rest.kegg.jp/get/:/image
N-acetyl--D-glucosamine 1-phosphate(aq),kegg:C04256,"['N-acetyl--D-glucosamine 1-phosphate(aq)', 'N-acetyl-D-glucosamine 1-phosphate(aq)']",,,chebi:7125,pubchem:6921,images/rdkit/N-acetyl--D-glucosamine 1-phosphate(aq).gif,https://rest.kegg.jp/get/:/image
UDP-N-acetyl-D-glucosamine(aq),kegg:C00043,[],,,chebi:16264,pubchem:3345,images/rdkit/UDP-N-acetyl-D-glucosamine(aq).gif,https://rest.kegg.jp/get/:/image
dTDPglucose(aq),kegg:C00842,[],,,chebi:15700,pubchem:4099,,https://rest.kegg.jp/get/:/image
CDPglucose(aq),kegg:C00501,[],,,chebi:28942,pubchem:3784,,https://rest.kegg.jp/get/:/image
GDPglucose(aq),kegg:C00394,[],,,chebi:29062,pubchem:3684,,https://rest.kegg.jp/get/:/image
[L-glutamate:ammonia ligase(ADP-forming)](aq),kegg:C01281,[],,,,pubchem:4500,,https://rest.kegg.jp/get/:/image
adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),kegg:C01299,[],,,,pubchem:4517,,https://rest.kegg.jp/get/:/image
1-phospho--D-glucuronate(aq),kegg:C05385,[],,,chebi:28547,pubchem:7759,,https://rest.kegg.jp/get/:/image
UDP-D-glucuronate(aq),kegg:C00167,[],,,chebi:17200,pubchem:3467,,https://rest.kegg.jp/get/:/image
succinyl-CoA(aq),kegg:C00091,[],,,chebi:15380,pubchem:3391,,https://rest.kegg.jp/get/:/image
acetoacetate(aq),kegg:C00164,"['3-oxobutanoate(aq)', 'acetoacetate(aq)']",,,chebi:13705,pubchem:3464,,https://rest.kegg.jp/get/:/image
n-decanoic acid glycerol qiester(sln),,[],,,,,,
H2O(sln),,[],,,,,,
n-decanoic acid(sln),,[],,,,,,
n-decanoic acid glycerol monoester(sln),,[],,,,,,
glycerol(sln),,[],,,,,,
n-decanoic acid glycerol triester(sln),,[],,,,,,
n-decanoic acid glycerol diester(sln),,[],,,,,,
n-octanoic acid glycerol diester(sln),,[],,,,,,
n-octanoic add(sln),,[],,,,,,
n-octanoic acid glycerol monoester(sln)n-octanoic acid glycerol monoester(sln),,[],,,,,,
n-octanoic acid glycerol monoester(sln),,[],,,,,,
n-octanoic acid(sln),,[],,,,,,
acetylcholine(aq),kegg:C01996,"['O-acetylcholine(aq)', 'acetylcholine(aq)']",,,chebi:15355,pubchem:5093,,https://rest.kegg.jp/get/:/image
retinyl palmitate(aq),kegg:C02588,[],,,chebi:17616,pubchem:5580,,https://rest.kegg.jp/get/:/image
retinol(aq),kegg:C00473,"['vitamin A alcohol(aq)', 'retinol(aq)']",,,chebi:17336,pubchem:3756,,https://rest.kegg.jp/get/:/image
palmitate(aq),kegg:C00249,"['palmitate(aq)', 'palmitic acid(aq)']",,,chebi:15756,pubchem:3548,,https://rest.kegg.jp/get/:/image
acetyl phosphate-2-(aq),kegg:C00227,"['acetyl phosphate(aq)', 'acetyl phosphate-2-(aq)']",,,chebi:15350,pubchem:3527,,https://rest.kegg.jp/get/:/image
acetate-(aq),kegg:C00033,"['acetate(aq)', 'acetate-(aq)']",,,chebi:30089,pubchem:3335,,https://rest.kegg.jp/get/:/image
HPO4-2-(aq),kegg:C00009,"['orthophosphate(aq)', 'orthophospate(aq)', 'HPO4-2-(aq)', 'phosphate(aq)']",,,chebi:18367,pubchem:3311,,https://rest.kegg.jp/get/:/image
ADP-3-(aq),kegg:C00008,"['ADP(aq)', 'ADP-3-(aq)']",,,chebi:16761,pubchem:3310,,https://rest.kegg.jp/get/:/image
AMP-2--(aq),kegg:C00020,"['AMP(aq)', 'AMP-2--(aq)', 'AMP']",,,chebi:16027,pubchem:3322,,https://rest.kegg.jp/get/:/image
D-fructose 1-phosphate(aq),kegg:C01094,[],,,chebi:18105,pubchem:4329,,https://rest.kegg.jp/get/:/image
D-galactose 6-phosphate(aq),kegg:C01113,[],,,chebi:17733,pubchem:4345,,https://rest.kegg.jp/get/:/image
4-nitrophenyl phosphate(aq),kegg:C03360,[],,,chebi:17440,pubchem:6198,,https://rest.kegg.jp/get/:/image
4-nitrophenol(aq),kegg:C00870,[],,,chebi:16836,pubchem:4127,,https://rest.kegg.jp/get/:/image
phenyl phosphate(aq),kegg:C02734,[],,,chebi:37548,pubchem:5695,images/rdkit/phenyl phosphate(aq).gif,https://rest.kegg.jp/get/:/image
phenol(aq),kegg:C00146,[],,,chebi:15882,pubchem:3446,images/rdkit/phenol(aq).gif,https://rest.kegg.jp/get/:/image
(R)-3-phosphoglycerate(aq),kegg:C00197,"['3-phospho-D-glycerate(aq)', '(R)-3-phosphoglycerate(aq)']",,,chebi:17794,pubchem:3497,,https://rest.kegg.jp/get/:/image
phosphoenolpyruvate3-(aq),kegg:C00074,"['phosphoenolpyruvate(aq)', 'phosphoenolpyruvate3-(aq)']",,,chebi:18021,pubchem:3374,,https://rest.kegg.jp/get/:/image
pyruvate-(aq),kegg:C00022,"['pyruvate(aq)', 'pyruvate', 'pyruvate-(aq)']",,,chebi:15361,pubchem:3324,images/rdkit/pyruvate-(aq).gif,https://rest.kegg.jp/get/:/image
L-O-phosphoserine(aq),kegg:C01005,"['O-phospho-L-serine(aq)', 'L-O-phosphoserine(aq)']",,,chebi:15811,pubchem:4251,images/rdkit/L-O-phosphoserine(aq).gif,https://rest.kegg.jp/get/:/image
phosphotaurocyamine(aq),kegg:C03149,"['N-w-phosphotaurocyamine(aq)', 'phosphotaurocyamine(aq)']",,,chebi:16621,pubchem:6037,images/rdkit/phosphotaurocyamine(aq).gif,https://rest.kegg.jp/get/:/image
D-ribose(aq),kegg:C00121,[],,,chebi:47013,pubchem:3421,images/rdkit/D-ribose(aq).gif,https://rest.kegg.jp/get/:/image
L-alpha-glycerophosphate(aq),,[],,,,,,
adenosine 3':5'-(cyclic)phosphate(aq),kegg:C00575,[],,,chebi:17489,pubchem:3854,,https://rest.kegg.jp/get/:/image
2'-deoxyadenosine 3':5'-(cyclic)phosphate(aq),kegg:C00968,[],,,chebi:28074,pubchem:4218,,https://rest.kegg.jp/get/:/image
2'-deoxyadenosine 5'-monophosphate(aq),kegg:C00360,"['dAMP(aq)', ""2'-deoxyadenosine 5'-monophosphate(aq)""]",,,chebi:17713,pubchem:3651,,https://rest.kegg.jp/get/:/image
guanosine 3':5'-(cyclic)phosphate(aq),kegg:C00942,"[""guanosine 3':5'-(cyclic)phosphate(aq)"", ""guanosine 3 ',5 '-cyclic phosphate(aq)""]",,,chebi:16356,pubchem:4194,,https://rest.kegg.jp/get/:/image
inosine 3':5'-(cyclic)phosphate(aq),kegg:C00943,[],,,chebi:27541,pubchem:4195,,https://rest.kegg.jp/get/:/image
uridine 3':5'-(cyclic)phosphate(aq),,[],,,,,,
adenosine 3'-monophosphate(aq),kegg:C01367,[],,,chebi:28931,pubchem:4566,,https://rest.kegg.jp/get/:/image
maltotetraose(aq),kegg:C02052,[],,,chebi:28460,pubchem:5141,,https://rest.kegg.jp/get/:/image
isomaltose(aq),kegg:C00252,"['isomaltose(aq)', '-isomaltose(aq)']",,,chebi:28189,pubchem:3551,,https://rest.kegg.jp/get/:/image
isomaltotriose(aq),kegg:C02160,[],,,chebi:27649,pubchem:5236,,https://rest.kegg.jp/get/:/image
maltohexaose(aq),kegg:C01936,[],,,chebi:27445,pubchem:5041,,https://rest.kegg.jp/get/:/image
maltotriose(aq),kegg:C01835,[],,,chebi:27931,pubchem:4954,,https://rest.kegg.jp/get/:/image
panose(aq),kegg:C00713,[],,,chebi:7912,pubchem:3979,,https://rest.kegg.jp/get/:/image
palatinose(aq),kegg:C01742,[],,,chebi:18394,pubchem:4876,,https://rest.kegg.jp/get/:/image
D-turanose(aq),kegg:C19636,[],,,,pubchem:124490288,images/rdkit/D-turanose(aq).gif,https://rest.kegg.jp/get/:/image
-gentiobiose(aq),kegg:C08240,[],,,chebi:28066,pubchem:10439,,https://rest.kegg.jp/get/:/image
-D-melibiose(aq),kegg:C05402,[],,,chebi:28053,pubchem:7769,,https://rest.kegg.jp/get/:/image
lactulose(aq),kegg:C07064,[],,,chebi:6359,pubchem:9276,images/rdkit/lactulose(aq).gif,https://rest.kegg.jp/get/:/image
ADPribose(aq),kegg:C01882,[],,,chebi:16864,pubchem:4995,images/rdkit/ADPribose(aq).gif,https://rest.kegg.jp/get/:/image
L-asparagine(aq),kegg:C00152,[],,,chebi:17196,pubchem:3452,images/rdkit/L-asparagine(aq).gif,https://rest.kegg.jp/get/:/image
γ-glutamohydroxamic acid(aq),,[],,,,,,
hydroxylamine(aq),,[],,,,,images/rdkit/hydroxylamine(aq).gif,
carbamate(aq),kegg:C01563,"['ammonium carbamate(aq)', 'carbamate(aq)']",,,chebi:28616,pubchem:4721,images/rdkit/carbamate(aq).gif,https://rest.kegg.jp/get/:/image
urea(aq),kegg:C00086,[],,,chebi:16199,pubchem:3386,images/rdkit/urea(aq).gif,https://rest.kegg.jp/get/:/image
cephalothin(aq),kegg:C07761,[],,,chebi:124991,pubchem:9963,images/rdkit/cephalothin(aq).gif,https://rest.kegg.jp/get/:/image
2-thienylacetic acid(aq),kegg:C02595,[],,,chebi:45807,pubchem:5586,images/rdkit/2-thienylacetic acid(aq).gif,https://rest.kegg.jp/get/:/image
7-aminocephalosporanic acid(aq),kegg:C07756,[],,,chebi:2255,pubchem:9958,images/rdkit/7-aminocephalosporanic acid(aq).gif,https://rest.kegg.jp/get/:/image
penicillin G(aq),kegg:C05551,"['penicillin G(aq)', 'penicillin G-(aq)']",,,chebi:18208,pubchem:7885,images/rdkit/penicillin G(aq).gif,https://rest.kegg.jp/get/:/image
6-aminopenicillanic acid(aq),kegg:C02954,"['6-aminopenicillanic acid(aq)', '6-aminopenicillanic acid-(aq)', '6-aminopenicillanate-(aq)']",,,chebi:30938,pubchem:5872,images/rdkit/6-aminopenicillanic acid(aq).gif,https://rest.kegg.jp/get/:/image
phenylacetic acid(aq),kegg:C07086,[],,,chebi:30745,pubchem:9297,images/rdkit/phenylacetic acid(aq).gif,https://rest.kegg.jp/get/:/image
penicillin G-(aq),kegg:C05551,"['penicillin G(aq)', 'penicillin G-(aq)']",,,chebi:18208,pubchem:7885,,https://rest.kegg.jp/get/:/image
6-aminopenicillanic acid-(aq),kegg:C02954,"['6-aminopenicillanic acid(aq)', '6-aminopenicillanic acid-(aq)', '6-aminopenicillanate-(aq)']",,,chebi:30938,pubchem:5872,,https://rest.kegg.jp/get/:/image
phenoxymethylpenicillin-(aq),kegg:C08126,[],,,chebi:27446,pubchem:10326,,https://rest.kegg.jp/get/:/image
6-aminopenicillanate-(aq),kegg:C02954,"['6-aminopenicillanic acid(aq)', '6-aminopenicillanic acid-(aq)', '6-aminopenicillanate-(aq)']",,,chebi:30938,pubchem:5872,,https://rest.kegg.jp/get/:/image
phenoxyacetate(aq),kegg:C02181,[],,,chebi:8075,pubchem:5253,images/rdkit/phenoxyacetate(aq).gif,https://rest.kegg.jp/get/:/image
phenylacetylglycine(aq),kegg:C05598,[],,,chebi:27480,pubchem:7922,images/rdkit/phenylacetylglycine(aq).gif,https://rest.kegg.jp/get/:/image
N-acetyl-L-methionine(aq),kegg:C02712,[],,,chebi:21557,pubchem:5675,images/rdkit/N-acetyl-L-methionine(aq).gif,https://rest.kegg.jp/get/:/image
pantothenate,kegg:C00864,[],,,chebi:7916,pubchem:4121,images/rdkit/pantothenate.gif,https://rest.kegg.jp/get/:/image
H2O,kegg:C00001,"['H2O(l)', 'H2O', 'H2o(l)']",,,chebi:15377,pubchem:3303,images/rdkit/H2O.gif,https://rest.kegg.jp/get/:/image
pantoic acid,kegg:C00522,"['pantoic acid', '(R)-pantoate(aq)']",,,chebi:15980,pubchem:3805,images/rdkit/pantoic acid.gif,https://rest.kegg.jp/get/:/image
N-carbamoyl-L-aspartate(aq),kegg:C00438,[],,,chebi:15859,pubchem:3727,images/rdkit/N-carbamoyl-L-aspartate(aq).gif,https://rest.kegg.jp/get/:/image
L-5-carboxymethylhydantoin(aq),kegg:C03703,[],,,chebi:16342,pubchem:6473,images/rdkit/L-5-carboxymethylhydantoin(aq).gif,https://rest.kegg.jp/get/:/image
ampicillin(aq),,[],,,,,images/rdkit/ampicillin(aq).gif,
ampicillinoic acid(aq),,[],,,,,,
penicillinoic acid(aq),kegg:C06567,[],,,,pubchem:8796,,https://rest.kegg.jp/get/:/image
phenoxymethylpenicillin(aq),,[],,,,,,
phenoxymethylpenicillinoic acid(aq),,[],,,,,,
allantoate(aq),kegg:C00499,[],,,chebi:17536,pubchem:3782,,https://rest.kegg.jp/get/:/image
(-)-ureidoglycolate(aq),kegg:C00603,[],,,chebi:15412,pubchem:3878,,https://rest.kegg.jp/get/:/image
cytidine(aq),kegg:C00475,[],,,chebi:17562,pubchem:3758,,https://rest.kegg.jp/get/:/image
10-formyltetrahydrofolate(aq),kegg:C00234,"['10-formyltetrahydrofolate(aq)', '10-Formyltetrahydrofolate']",,,chebi:15637,pubchem:3533,,https://rest.kegg.jp/get/:/image
adenylyl sulfate(aq),kegg:C00224,"[""adenosine 5'-phosphosulfate(aq)"", 'adenylyl sulfate(aq)', 'adenylylsulfate(aq)']",,,chebi:17709,pubchem:3524,,https://rest.kegg.jp/get/:/image
trimetaphosphate(aq),kegg:C02466,[],,,chebi:16517,pubchem:5482,,https://rest.kegg.jp/get/:/image
triphosphate(aq),kegg:C00536,[],,,chebi:18036,pubchem:3818,,https://rest.kegg.jp/get/:/image
-nicotinamide mononucleotide(aq),kegg:C00455,"['beta-Nicotinamide mononucleotide', '-nicotinamide mononucleotide(aq)']",,,chebi:16171,pubchem:3741,,https://rest.kegg.jp/get/:/image
ATP-4-(aq),kegg:C00002,"['ATP(aq)', 'ATP', 'ATP-4-(aq)']",,,chebi:15422,pubchem:3304,,https://rest.kegg.jp/get/:/image
ITP(aq),kegg:C00081,"[""inosine 5'-triphosphate(aq)"", 'ITP(aq)']",,,chebi:16039,pubchem:3381,,https://rest.kegg.jp/get/:/image
IDP(aq),kegg:C00104,"[""inosine 5'-diphosphate(aq)"", 'IDP(aq)']",,,chebi:17808,pubchem:3404,images/rdkit/IDP(aq).gif,https://rest.kegg.jp/get/:/image
diphosphate(aq),kegg:C00013,"['pyrophosphate(aq)', 'pyrophosphate', 'diphosphate(aq)', 'diphosphate']",,,chebi:18361,pubchem:3315,images/rdkit/diphosphate(aq).gif,https://rest.kegg.jp/get/:/image
phosphate(aq),kegg:C00009,"['orthophosphate(aq)', 'orthophospate(aq)', 'HPO4-2-(aq)', 'phosphate(aq)']",,,chebi:18367,pubchem:3311,images/rdkit/phosphate(aq).gif,https://rest.kegg.jp/get/:/image
"D-ribulose 1,5-biphosphate(aq)",kegg:C01182,"['D-ribulose 1,5-biphosphate(aq)', 'D-ribulose 1,5-bisphosphate(aq)']",,,chebi:16710,pubchem:4409,,https://rest.kegg.jp/get/:/image
erythrulose 1-phosphate(aq),kegg:C03394,[],,,chebi:14216,pubchem:6225,images/rdkit/erythrulose 1-phosphate(aq).gif,https://rest.kegg.jp/get/:/image
glycerone phosphate(aq),kegg:C00111,"['dihydroxyacetone phosphate(aq)', 'glycerone phosphate(aq)']",,,chebi:16108,pubchem:3411,images/rdkit/glycerone phosphate(aq).gif,https://rest.kegg.jp/get/:/image
2-deoxy-D-ribose 5-phosphate(aq),kegg:C00673,[],,,chebi:16132,pubchem:3942,images/rdkit/2-deoxy-D-ribose 5-phosphate(aq).gif,https://rest.kegg.jp/get/:/image
"5,6-dideoxyfructose 1-phosphate(aq)",,[],,,,,"images/rdkit/5,6-dideoxyfructose 1-phosphate(aq).gif",
propionaldehyde(aq),,[],,,,,images/rdkit/propionaldehyde(aq).gif,
methylerythrulose 1-phosphate(aq),,[],,,,,,
glycerone phosphate (aq),,[],,,,,images/rdkit/glycerone phosphate (aq).gif,
6-phospho-2-dehydro-3-deoxy-D-gluconate(aq),kegg:C04442,[],,,chebi:15925,pubchem:7071,images/rdkit/6-phospho-2-dehydro-3-deoxy-D-gluconate(aq).gif,https://rest.kegg.jp/get/:/image
L-fuculose 1-phosphate(aq),kegg:C01099,[],,,chebi:6220,pubchem:4333,images/rdkit/L-fuculose 1-phosphate(aq).gif,https://rest.kegg.jp/get/:/image
(S)-lactaldehyde(aq),kegg:C00424,"['L-lactaldehyde(aq)', '(S)-lactaldehyde(aq)']",,,chebi:18041,pubchem:3714,images/rdkit/(S)-lactaldehyde(aq).gif,https://rest.kegg.jp/get/:/image
2-dehydro-3-deoxy-D-fuconate(aq),kegg:C06159,[],,,chebi:18104,pubchem:8415,images/rdkit/2-dehydro-3-deoxy-D-fuconate(aq).gif,https://rest.kegg.jp/get/:/image
